"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",5.125
"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",5.813
"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, raw",6.515
"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",5.622
"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, raw",6.681
"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",6.133
"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, raw",6.267
"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",5.996
"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, raw",6.742
"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",5.871
"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, raw",6.947
"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, cooked, grilled",6.187
"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, raw",6.435
"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",6.644
"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",6.123
"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",6.734
"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw",6.286
"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",6.51
"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw",5.879
"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",7.32
"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw",6.742
"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",7.46
"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",6.947
"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",7.11
"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw",6.435
"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",7.037
"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, choice, raw",3.95
"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",6.978
"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, select, raw",5.502
"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",3.916
"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",3.588
"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",3.961
"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, choice, raw",3.552
"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",4.093
"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, select, raw",3.63
"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",7.44
"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, all grades, raw",5.048
"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",7.423
"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, choice, raw",5.438
"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",8.287
"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, select, raw",5.356
"Beef, loin, top sirloin filet, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",6.176
"Beef, loin, top sirloin filet, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",6.149
"Beef, loin, top sirloin filet, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",6.305
"Beef, loin, top sirloin petite roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",5.882
"Beef, loin, top sirloin petite roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",5.851
"Beef, loin, top sirloin petite roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, roasted",4.969
"Beef, loin, top sirloin petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",5.869
"Beef, loin, top sirloin petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, choice, raw",5.867
"Beef, loin, top sirloin petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, select, raw",6.046
"Beef, New Zealand, imported, bolar blade, separable lean and fat, cooked, fast roasted",2.132
"Beef, New Zealand, imported, bolar blade, separable lean and fat, raw",3.01
"Beef, New Zealand, imported, bolar blade, separable lean only, cooked, fast roasted",2.232
"Beef, New Zealand, imported, bolar blade, separable lean only, raw",3.142
"Beef, New Zealand, imported, brisket navel end, separable lean and fat, cooked, braised",1.974
"Beef, New Zealand, imported, brisket navel end, separable lean and fat, raw",2.683
"Beef, New Zealand, imported, brisket navel end, separable lean only, cooked, braised",2.45
"Beef, New Zealand, imported, brisket navel end, separable lean only, raw",3.578
"Beef, New Zealand, imported, brisket point end, separable lean and fat, cooked, braised",3.282
"Beef, New Zealand, imported, brisket point end, separable lean and fat, raw",4.089
"Beef, New Zealand, imported, brisket point end, separable lean only, cooked, braised",3.485
"Beef, New Zealand, imported, brisket point end, separable lean only, raw",4.335
"Beef, New Zealand, imported, chuck eye roll, separable lean and fat, cooked, braised",1.97
"Beef, New Zealand, imported, chuck eye roll, separable lean and fat, raw",2.685
"Beef, New Zealand, imported, chuck eye roll, separable lean only, cooked, braised",2.035
"Beef, New Zealand, imported, chuck eye roll, separable lean only, raw",2.878
"Beef, New Zealand, imported, cube roll, separable lean and fat, cooked, fast roasted",3.889
"Beef, New Zealand, imported, cube roll, separable lean and fat, raw",3.015
"Beef, New Zealand, imported, cube roll, separable lean only, cooked, fast roasted",4.177
"Beef, New Zealand, imported, cube roll, separable lean only, raw",3.257
"Beef, New Zealand, imported, eye round, separable lean and fat, cooked, slow roasted",3.962
"Beef, New Zealand, imported, eye round, separable lean and fat, raw",3.431
"Beef, New Zealand, imported, eye round, separable lean only, cooked, slow roasted",3.983
"Beef, New Zealand, imported, eye round, separable lean only, raw",3.494
"Beef, New Zealand, imported, flank, separable lean and fat, cooked, braised",3.41
"Beef, New Zealand, imported, flank, separable lean and fat, raw",4.594
"Beef, New Zealand, imported, flank, separable lean only, cooked, braised",3.467
"Beef, New Zealand, imported, flank, separable lean only, raw",4.73
"Beef, New Zealand, imported, flat, separable lean and fat, cooked, braised",2.24
"Beef, New Zealand, imported, flat, separable lean and fat, raw",3.212
"Beef, New Zealand, imported, flat, separable lean only, cooked, braised",2.292
"Beef, New Zealand, imported, flat, separable lean only, raw",3.328
"Beef, New Zealand, imported, hind shin, separable lean and fat, cooked, braised",2.611
"Beef, New Zealand, imported, hind shin, separable lean and fat, raw",3.136
"Beef, New Zealand, imported, hind shin, separable lean only, cooked, braised",2.698
"Beef, New Zealand, imported, hind shin, separable lean only, raw",3.286
"Beef, New Zealand, imported, inside, raw",3.955
"Beef, New Zealand, imported, intermuscular fat, cooked",1.07
"Beef, New Zealand, imported, intermuscular fat, raw",1.05
"Beef, New Zealand, imported, knuckle, cooked, fast fried",3.229
"Beef, New Zealand, imported, manufacturing beef, cooked, boiled",1.759
"Beef, New Zealand, imported, manufacturing beef, raw",2.908
"Beef, New Zealand, imported, oyster blade, separable lean and fat, cooked, braised",1.645
"Beef, New Zealand, imported, oyster blade, separable lean and fat, raw",2.293
"Beef, New Zealand, imported, oyster blade, separable lean only, cooked, braised",1.647
"Beef, New Zealand, imported, oyster blade, separable lean only, raw",2.361
"Beef, New Zealand, imported, ribs prepared, cooked, fast roasted",5.053
"Beef, New Zealand, imported, ribs prepared, raw",4.306
"Beef, New Zealand, imported, rump centre, separable lean and fat, cooked, fast fried",3.904
"Beef, New Zealand, imported, rump centre, separable lean and fat, raw",2.716
"Beef, New Zealand, imported, rump centre, separable lean only, cooked, fast fried",3.922
"Beef, New Zealand, imported, rump centre, separable lean only, raw",2.729
"Beef, New Zealand, imported, striploin, separable lean and fat, cooked, fast fried",4.25
"Beef, New Zealand, imported, striploin, separable lean and fat, raw",3.569
"Beef, New Zealand, imported, striploin, separable lean only, cooked, fast fried",4.842
"Beef, New Zealand, imported, striploin, separable lean only, raw",4.243
"Beef, New Zealand, imported, subcutaneous fat, cooked",1.27
"Beef, New Zealand, imported, subcutaneous fat, raw",0.74
"Beef, New Zealand, imported, sweetbread, cooked, boiled",1.6
"Beef, New Zealand, imported, sweetbread, raw",2
"Beef, New Zealand, imported, tenderloin, separable lean and fat, cooked, fast fried",4.985
"Beef, New Zealand, imported, tenderloin, separable lean and fat, raw",4.015
"Beef, New Zealand, imported, tenderloin, separable lean only, cooked, fast fried",5.003
"Beef, New Zealand, imported, tenderloin, separable lean only, raw",4.054
"Beef, New Zealand, imported, variety meats and by-products liver, cooked, boiled",13.8
"Beef, New Zealand, imported, variety meats and by-products, heart, cooked, boiled",3.365
"Beef, New Zealand, imported, variety meats and by-products, heart, raw",4.444
"Beef, New Zealand, imported, variety meats and by-products, kidney, cooked, boiled",3.903
"Beef, New Zealand, imported, variety meats and by-products, kidney, raw",4.878
"Beef, New Zealand, imported, variety meats and by-products, liver, raw",15.4
"Beef, New Zealand, imported, variety meats and by-products, tongue, cooked, boiled",2.58
"Beef, New Zealand, imported, variety meats and by-products, tongue, raw",2.996
"Beef, New Zealand, imported, variety meats and by-products, tripe cooked, boiled",2.616
"Beef, New Zealand, imported, variety meats and by-products, tripe uncooked, raw",7.943
"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",6.338
"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, all grades, raw",5.241
"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",6.224
"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, choice, raw",5.076
"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",6.509
"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, select, raw",5.49
"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",6.471
"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, all grades, raw",5.439
"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",6.365
"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, choice, raw",5.282
"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, select, cooked, grilled",6.63
"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, select, raw",5.675
"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",5.096
"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, all grades, raw",4.092
"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",4.836
"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, choice, raw",4.043
"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",5.485
"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, select, raw",4.166
"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",5.198
"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, all grades, raw",4.251
"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",4.927
"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, choice, raw",4.212
"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, select, cooked, grilled",5.605
"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, select, raw",4.31
"Beef, plate, inside skirt steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",3.745
"Beef, plate, inside skirt steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",3.82
"Beef, plate, outside skirt steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",4.193
"Beef, plate, outside skirt steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",4.331
"Beef, retail cuts, separable fat, cooked",1.528
"Beef, retail cuts, separable fat, raw",1.437
"Beef, rib eye roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",4.808
"Beef, rib eye roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",4.749
"Beef, rib eye roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",4.897
"Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted",5.561
"Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted",5.478
"Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",5.685
"Beef, rib eye roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",5.023
"Beef, rib eye roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",4.851
"Beef, rib eye roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",5.281
"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted",5.85
"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted",5.657
"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",6.14
"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",4.733
"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",4.752
"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",4.705
"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",5.683
"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",5.675
"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",5.695
"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",5.149
"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, raw",4.782
"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",4.863
"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, raw",4.704
"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",5.58
"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, raw",4.896
"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",5.799
"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, raw",5.555
"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",5.545
"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, raw",5.538
"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, cooked, grilled",6.18
"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, raw",5.58
"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",4.908
"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",4.666
"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",5.27
"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",5.799
"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",5.545
"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",6.18
"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",4.273
"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw",4.153
"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw",4.454
"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw",5.08
"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",4.907
"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw",5.34
"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",4.681
"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw",4.629
"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw",4.759
"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw",5.555
"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",5.538
"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw",5.58
"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",7.257
"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",7.301
"Beef, rib eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, select, raw",3.624
"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",5.006
"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, all grades, raw",3.807
"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",4.884
"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, choice, raw",3.649
"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",5.184
"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, select, raw",4.046
"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",5.882
"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, all grades, raw",4.576
"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, choice, cooked, braised",5.826
"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, choice, raw",4.388
"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, select, cooked, braised",5.964
"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, select, raw",4.861
"Beef, rib, eye, small end (ribs 10- 12) separable lean only, trimmed to 0"" fat, select, cooked, broiled",8.748
"Beef, rib, eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",7.209
"Beef, rib, eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, raw",3.23
"Beef, rib, eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, cooked, broiled",8.521
"Beef, rib, eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, raw",3.74
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",3.64
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",3.75
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",2.78
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",3.67
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",2.61
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",2.7
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",3.59
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, raw",2.57
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",2.64
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",3.65
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, raw",2.53
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",2.78
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",3.74
"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, raw",2.64
"Beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",4.45
"Beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0"" fat, choice, cooked, roasted",4.45
"Beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0"" fat, select, cooked, roasted",4.45
"Beef, rib, shortribs, separable lean and fat, choice, cooked, braised",2.452
"Beef, rib, shortribs, separable lean and fat, choice, raw",2.556
"Beef, rib, shortribs, separable lean only, choice, cooked, braised",3.208
"Beef, rib, shortribs, separable lean only, choice, raw",3.412
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",7.257
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",4.18
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",4.22
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",6.881
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",3.16
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",5.699
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",6.653
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",3.13
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, raw",6.157
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",4.07
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",3.04
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, raw",3.08
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",7.098
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",3.19
"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, raw",5.228
"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",8.415
"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, cooked, broiled",4.8
"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, select, cooked, broiled",4.8
"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",8.464
"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, all grades, raw",6.916
"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, choice, raw",7.491
"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, select, cooked, broiled",9.02
"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, select, raw",6.544
"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8""fat, choice, cooked, broiled",8.347
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",3.27
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",3.46
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",2.8
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",3.25
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",3.43
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, raw",2.78
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",3.19
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",3.4
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, raw",2.75
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",3.31
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",3.51
"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, raw",2.85
"Beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",5.774
"Beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, choice, raw",5.736
"Beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, select, raw",5.717
"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",3.714
"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",3.551
"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",3.651
"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",3.509
"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",4.057
"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",3.62
"Beef, ribeye filet, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",5.816
"Beef, ribeye filet, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",5.732
